區域,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月,交易年,交易月,交易日,交易西曆,交易屋齡(years),交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建築完成年,建築完成月,建築完成日,建築完成西曆,today,屋齡,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,每平方公尺單價,車位類別,車位,車位移轉總面積平方公尺,車位總價元
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里熱河路三段151~200號,20.38,商,10109,2012,9,1,2012/9/1,-0.43,土地1建物1車位2,十五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020207,2013,2,7,2013/2/7,2015/9/18,2.58,253.01,4,2,2,有,有,13960000,61299,坡道平面,有,57.9,2000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里熱河路三段151~200號,20.38,商,10109,2012,9,1,2012/9/1,-0.43,土地1建物1車位2,十二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020207,2013,2,7,2013/2/7,2015/9/18,2.58,251.31,4,2,2,有,有,13670000,59812,坡道平面,有,56.2,2000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里熱河路三段151~200號,15.95,商,10109,2012,9,1,2012/9/1,-0.43,土地1建物1車位1,十三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020207,2013,2,7,2013/2/7,2015/9/18,2.58,182.68,3,2,2,有,有,9750000,56580,坡道平面,有,29.8,1100000
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區上安里臺灣大道三段551~600號,24.19,商,10110,2012,10,1,2012/10/1,1.92,土地1建物1車位2,十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991021,2010,10,21,2010/10/21,2015/9/18,4.84,346.29,2,2,3,有,有,33500000,104120,坡道平面,有,56.24,3300000
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,27.4,住,10110,2012,10,1,2012/10/1,-0.15,土地1建物1車位3,二十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,451.86,4,2,3,有,有,39350000,87084,坡道平面,有,0,0
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,29.62,住,10110,2012,10,1,2012/10/1,-0.33,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,172.74,3,2,2,有,有,7900000,47559,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里熱河路三段151~200號,24.1,商,10110,2012,10,1,2012/10/1,-0.35,土地1建物1車位2,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020207,2013,2,7,2013/2/7,2015/9/18,2.58,260.39,4,2,2,有,有,14400000,62752,坡道平面,有,59.6,1800000
台中市,西區,房地(土地+建物)+車位,臺中市西區向上路一段451~500號,19.36,住,10111,2012,11,1,2012/11/1,14.82,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,861022,1997,10,22,1997/10/22,2015/9/18,17.66,84.39,2,1,1,有,有,3900000,46214,升降機械,有,0,0
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里崇德五路351~400號,21.27,商,10111,2012,11,1,2012/11/1,-0.32,土地1建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020227,2013,2,27,2013/2/27,2015/9/18,2.52,236.51,4,2,3,有,有,13150000,57817,坡道平面,有,28.96,1150000
台中市,大里區,房地(土地+建物),臺中市大里區塗城路735巷3弄1~50號,95.38,住,10112,2012,12,1,2012/12/1,38.96,土地1建物1車位0,全,1,透天厝,住家用,磚造,620530,1973,5,30,1973/5/30,2015/9/18,41.72,64.68,3,2,1,有,無,3800000,58751,,無,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,27.09,住,10112,2012,12,1,2012/12/1,0.01,土地1建物1車位3,二十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,447.32,4,2,3,有,有,40850000,91322,坡道平面,有,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,27.4,住,10112,2012,12,1,2012/12/1,0.01,土地1建物1車位3,二十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,451.86,4,2,3,有,有,40590000,89829,坡道平面,有,0,0
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區西墩里漢翔路301~350號,34.15,住,10112,2012,12,1,2012/12/1,-0.16,土地3建物1車位2,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020128,2013,1,28,2013/1/28,2015/9/18,2.6,314.14,4,2,2,有,有,22200000,70669,坡道平面,有,59.52,0
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里熱河路三段151~200號,20.38,商,10112,2012,12,1,2012/12/1,-0.18,土地1建物1車位2,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020207,2013,2,7,2013/2/7,2015/9/18,2.58,254.72,4,2,2,有,有,14690000,65037,坡道平面,有,59.6,2000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里崇德五路351~400號,15.99,商,10112,2012,12,1,2012/12/1,-0.24,土地1建物1車位1,八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020227,2013,2,27,2013/2/27,2015/9/18,2.52,177.38,4,2,2,有,有,9500000,54795,坡道機械,有,16.78,700000
台中市,北屯區,房地(土地+建物),臺中市北屯區北京里進化路651~700號,65,住,10201,2013,1,1,2013/1/1,41.59,土地1建物1車位0,全,3,透天厝,商業用,鋼筋混凝土加強磚造,591030,1970,10,30,1970/10/30,2015/9/18,44.27,177.39,2,1,3,有,無,10500000,59192,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區榮華街15巷1~50號,23.97,住,10201,2013,1,1,2013/1/1,33.3,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680326,1979,3,26,1979/3/26,2015/9/18,35.98,64.8,3,2,2,有,無,4180000,64506,,無,0,0
台中市,大肚區,房地(土地+建物),臺中市大肚區新興里沙田路二段132巷3弄1~50號,87.48,其他,10201,2013,1,1,2013/1/1,31.57,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,691229,1980,12,29,1980/12/29,2015/9/18,34.24,115.53,2,2,2,有,無,1600000,13849,,無,0,0
台中市,北屯區,房地(土地+建物),臺中市北屯區松竹路二段301~350號,15.02,住,10201,2013,1,1,2013/1/1,18.79,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821214,1993,12,14,1993/12/14,2015/9/18,21.46,104.02,3,2,2,無,有,4500000,43261,,無,0,0
台中市,潭子區,房地(土地+建物),臺中市潭子區民族路三段51~100號,100,住,10201,2013,1,1,2013/1/1,18.52,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,830321,1994,3,21,1994/3/21,2015/9/18,21.2,112.68,3,1,3,有,無,4350000,38605,,無,0,0
台中市,西屯區,房地(土地+建物),臺中市西屯區東興路三段301~350號,13.68,住,10201,2013,1,1,2013/1/1,14.57,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870324,1998,3,24,1998/3/24,2015/9/18,17.24,83.6,2,2,1,有,有,3900000,46651,,無,0,0
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區上安里臺灣大道三段551~600號,40.92,商,10201,2013,1,1,2013/1/1,2.16,土地1建物1車位3,十六層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991021,2010,10,21,2010/10/21,2015/9/18,4.84,585.79,0,0,0,無,有,46000000,84259,坡道平面,有,84.36,3750000
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,27.4,住,10201,2013,1,1,2013/1/1,0.09,土地1建物1車位3,七層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,451.86,4,2,3,有,有,36750000,81331,坡道平面,有,0,0
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.51,住,10201,2013,1,1,2013/1/1,-0.08,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,161.84,3,2,2,有,有,7060000,45881,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,28.46,住,10201,2013,1,1,2013/1/1,-0.08,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,168.67,3,2,2,有,有,7380000,45129,坡道平面,有,31.73,1200000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,29.62,住,10201,2013,1,1,2013/1/1,-0.08,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,172.74,3,2,2,有,有,8500000,52455,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.56,住,10201,2013,1,1,2013/1/1,-0.08,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,162.25,3,2,2,有,有,7350000,47928,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.56,住,10201,2013,1,1,2013/1/1,-0.08,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,162.24,3,2,2,有,有,6900000,43780,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,30.02,住,10201,2013,1,1,2013/1/1,-0.08,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,176.69,3,2,2,有,有,7730000,45737,坡道平面,有,31.73,1100000
台中市,北區,房地(土地+建物),臺中市北區民權路422巷9弄1~50號,100,住,10202,2013,2,1,2013/2/1,44.37,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,570207,1968,2,7,1968/2/7,2015/9/18,46.96,95.45,3,2,2,有,無,5780000,60555,,無,0,0
台中市,太平區,房地(土地+建物),臺中市太平區建成街138巷1~50號,77,住,10202,2013,2,1,2013/2/1,38.73,土地1建物1車位0,全,1,透天厝,住家用,磚造,621025,1973,10,25,1973/10/25,2015/9/18,41.32,48.56,3,1,1,有,無,2100000,43245,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區育強街111巷1~50號,26.32,住,10202,2013,2,1,2013/2/1,32.68,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681211,1979,12,11,1979/12/11,2015/9/18,35.28,77.82,3,2,1,有,無,3550000,45618,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區公園路151~200號,15.46,住,10202,2013,2,1,2013/2/1,26.22,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750630,1986,6,30,1986/6/30,2015/9/18,28.82,160.85,3,1,1,有,有,6000000,37302,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區太原路一段151~200號,25.95,住,10202,2013,2,1,2013/2/1,21.5,土地1建物1車位0,一層，二層，騎樓,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,800412,1991,4,12,1991/4/12,2015/9/18,24.1,141.55,0,0,0,無,有,7550000,53338,,無,0,0
台中市,北屯區,房地(土地+建物),臺中市北屯區橫坑巷51~100號,327.25,其他,10202,2013,2,1,2013/2/1,20.8,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,801230,1991,12,30,1991/12/30,2015/9/18,23.39,310.47,5,2,3,有,有,3500000,11273,,無,0,0
台中市,北區,房地(土地+建物)+車位,臺中市北區華中街1~50號,23.78,住,10202,2013,2,1,2013/2/1,19.13,土地1建物1車位1,騎樓，一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,820909,1993,9,9,1993/9/9,2015/9/18,21.72,143.68,2,2,2,有,有,7500000,52199,升降機械,有,0,0
台中市,西區,房地(土地+建物)+車位,臺中市西區樂群街251~300號,22.54,住,10202,2013,2,1,2013/2/1,19.13,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820909,1993,9,9,1993/9/9,2015/9/18,21.72,159.96,4,2,2,有,有,5600000,35009,坡道機械,有,0,0
台中市,豐原區,房地(土地+建物)+車位,臺中市豐原區安康路71巷1~50號,20.13,住,10202,2013,2,1,2013/2/1,17.71,土地2建物1車位1,五層,8,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840218,1995,2,18,1995/2/18,2015/9/18,20.3,101.06,3,2,2,有,有,2850000,28201,坡道機械,有,0,0
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區上石路181巷1~50號,15.63,商,10202,2013,2,1,2013/2/1,6.24,土地5建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951003,2006,10,3,2006/10/3,2015/9/18,8.84,161.43,3,2,2,有,有,10880000,67398,坡道平面,有,24.76,0
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路251~300號,10.65,其他,10202,2013,2,1,2013/2/1,6.13,土地1建物1車位1,四層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951113,2006,11,13,2006/11/13,2015/9/18,8.73,144.73,3,2,2,有,有,11180000,77247,坡道平面,有,34.86,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,33.08,住,10202,2013,2,1,2013/2/1,0.18,土地1建物1車位4,七層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,568.14,4,2,4,有,有,46640000,82092,坡道平面,有,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,33.08,住,10202,2013,2,1,2013/2/1,0.18,土地1建物1車位4,六層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,568.14,4,2,4,有,有,46000000,80966,坡道平面,有,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,33.7,住,10202,2013,2,1,2013/2/1,0.18,土地1建物1車位4,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,577.23,4,2,4,有,有,44280000,76711,坡道平面,有,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,19.53,住,10202,2013,2,1,2013/2/1,0.18,土地1建物1車位2,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,324.05,4,2,2,有,有,25180000,77704,坡道平面,有,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,28.98,住,10202,2013,2,1,2013/2/1,0.18,土地1建物1車位4,二十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,485.79,4,2,3,有,有,45280000,93209,坡道平面,有,0,0
台中市,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段251~300號,27.4,住,10202,2013,2,1,2013/2/1,0.18,土地1建物1車位3,四層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011127,2012,11,27,2012/11/27,2015/9/18,2.77,446.22,4,2,3,有,有,31830000,71333,坡道平面,有,0,0
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區福林里臺灣大道四段1251~1300號,26.18,住,10202,2013,2,1,2013/2/1,0.02,土地1建物1車位2,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020125,2013,1,25,2013/1/25,2015/9/18,2.61,391.05,4,2,3,有,有,23300000,62010,坡道平面,有,45.14,1850000
台中市,西屯區,房地(土地+建物)+車位,臺中市西屯區西墩里漢翔路301~350號,36.68,住,10202,2013,2,1,2013/2/1,0.01,土地3建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020128,2013,1,28,2013/1/28,2015/9/18,2.6,338.2,4,2,2,有,有,24760000,73211,坡道平面,有,63.48,0
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,30.02,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,174.72,3,2,2,有,有,7700000,45530,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.41,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,163.42,3,2,2,有,有,7100000,45562,坡道平面,有,31.73,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.51,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,163.81,3,2,2,有,有,6900000,43913,坡道平面,有,31.73,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.51,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,161.84,3,2,2,有,有,8050000,52620,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.51,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,141.66,3,2,2,有,有,6100000,44683,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,22.73,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,137.3,3,2,2,有,有,6680000,51888,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,29.02,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,169.52,3,2,2,有,有,7420000,45220,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,29.02,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,169.52,3,2,2,有,有,7300000,45077,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,29.02,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,169.52,3,2,2,有,有,7350000,45435,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,29.02,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,169.52,3,2,2,有,有,7600000,47224,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,22.53,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,137.16,3,2,2,有,有,6080000,46369,坡道平面,有,29.76,1100000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區三光一街151~200號,27.56,住,10202,2013,2,1,2013/2/1,0,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020201,2013,2,1,2013/2/1,2015/9/18,2.59,162.25,3,2,2,有,有,7200000,46796,坡道平面,有,29.76,1000000
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松竹里崇德五路351~400號,21.68,商,10202,2013,2,1,2013/2/1,-0.07,土地1建物1車位1,三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020227,2013,2,27,2013/2/27,2015/9/18,2.52,241.12,4,2,3,有,有,12500000,53722,坡道平面,有,33.57,1350000
台中市,北區,房地(土地+建物),臺中市北區原子街90巷1~50號,73,住,10203,2013,3,1,2013/3/1,42.41,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,590301,1970,3,1,1970/3/1,2015/9/18,44.92,118.63,5,2,3,有,無,5500000,46363,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區德化街301~350號,53,住,10203,2013,3,1,2013/3/1,41.98,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,590810,1970,8,10,1970/8/10,2015/9/18,44.49,81.54,3,2,2,有,無,8850000,108536,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區進化路301~350號,82,住,10203,2013,3,1,2013/3/1,40.87,土地1建物1車位0,全,2,透天厝,商業用,鋼筋混凝土加強磚造,600924,1971,9,24,1971/9/24,2015/9/18,43.38,110.7,3,2,2,有,無,8180000,73893,,無,0,0
台中市,西屯區,房地(土地+建物),臺中市西屯區杏林路83巷1~50號,70,住,10203,2013,3,1,2013/3/1,40.36,土地3建物1車位0,全,2,透天厝,住家用,加強磚造,610401,1972,4,1,1972/4/1,2015/9/18,42.87,80.22,3,2,2,有,無,8620000,107455,,無,0,0
台中市,東區,房地(土地+建物),臺中市東區東英十街1~50號,162.65,其他,10203,2013,3,1,2013/3/1,40.16,土地2建物1車位0,全,1,透天厝,工業用,加強磚造,610613,1972,6,13,1972/6/13,2015/9/18,42.67,47.39,2,1,1,有,無,12150000,256383,,無,0,0
台中市,北屯區,房地(土地+建物),臺中市北屯區大連路一段27巷1~50號,60,住,10203,2013,3,1,2013/3/1,39.21,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,620530,1973,5,30,1973/5/30,2015/9/18,41.72,82.87,5,2,2,有,無,5500000,66369,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區英才路201~250號,55,住,10203,2013,3,1,2013/3/1,38.41,土地1建物1車位0,全,3,透天厝,商業用,鋼筋混凝土加強磚造,630323,1974,3,23,1974/3/23,2015/9/18,40.92,169.21,9,0,10,有,無,13500000,79783,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區太原南二街151~200號,171.65,住,10203,2013,3,1,2013/3/1,36.04,土地5建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,650817,1976,8,17,1976/8/17,2015/9/18,38.55,245.6,7,2,5,有,無,14500000,59039,,無,0,0
台中市,西區,房地(土地+建物),臺中市西區忠誠街1~50號,38.68,商,10203,2013,3,1,2013/3/1,35.36,土地2建物1車位0,一層，二層，三層，騎樓,6,店面(店鋪),住商用,鋼筋混凝土造,660423,1977,4,23,1977/4/23,2015/9/18,37.88,164.92,2,2,3,有,無,16880000,102353,,無,0,0
台中市,北區,房地(土地+建物),臺中市北區美德街347巷1~50號,23.08,住,10203,2013,3,1,2013/3/1,33.46,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680327,1979,3,27,1979/3/27,2015/9/18,35.98,71.39,3,2,2,有,無,2200000,30817,,無,0,0
台中市,大里區,房地(土地+建物),臺中市大里區塗城路196巷1弄1~50號,96.7,,10203,2013,3,1,2013/3/1,33.25,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,680613,1979,6,13,1979/6/13,2015/9/18,35.77,107.94,3,2,2,有,無,4800000,44469,,無,0,0
台中市,烏日區,房地(土地+建物),臺中市烏日區長春街151~200號,59.83,住,10203,2013,3,1,2013/3/1,32.8,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,681130,1979,11,30,1979/11/30,2015/9/18,35.31,100.8,3,1,2,有,無,8000000,79365,,無,0,0
台中市,大肚區,房地(土地+建物),臺中市大肚區中沙路164巷4弄101~150號,42.83,其他,10203,2013,3,1,2013/3/1,32.61,土地1建物1車位0,三層,Z,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690208,1980,2,8,1980/2/8,2015/9/18,35.12,74.68,2,1,1,有,無,2700000,36154,,無,0,0
台中市,西屯區,房地(土地+建物),臺中市西屯區福順路255巷1~50號,30.16,住,10203,2013,3,1,2013/3/1,32.47,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690401,1980,4,1,1980/4/1,2015/9/18,34.98,87.57,3,2,2,有,無,3090000,35286,,無,0,0
台中市,南區,房地(土地+建物),臺中市南區永東街1~50號,104,住,10203,2013,3,1,2013/3/1,32.36,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,690508,1980,5,8,1980/5/8,2015/9/18,34.88,188.09,23,0,23,有,無,19000000,101015,,無,0,0
台中市,太平區,房地(土地+建物),臺中市太平區光興路1351~1400號,252.15,住,10203,2013,3,1,2013/3/1,32.32,土地2建物2車位0,全,2,透天厝,住家用,加強磚造,690525,1980,5,25,1980/5/25,2015/9/18,34.83,170.9,4,2,3,有,無,12680000,74195,,無,0,0
台中市,北屯區,房地(土地+建物)+車位,臺中市北屯區東光路770巷1~50號,105,住,10203,2013,3,1,2013/3/1,32.18,土地1建物1車位2,全,2,透天厝,住家用,加強磚造,690716,1980,7,16,1980/7/16,2015/9/18,34.69,95.48,4,2,3,有,無,11550000,120968,一樓平面,有,0,0
台中市,沙鹿區,房地(土地+建物),臺中市沙鹿區公明里忠貞路246巷46弄1~50號,71.89,其他,10203,2013,3,1,2013/3/1,31.78,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,691212,1980,12,12,1980/12/12,2015/9/18,34.29,108.57,5,2,2,有,無,4260000,39237,,無,0,0
台中市,太平區,房地(土地+建物),臺中市太平區大源路2之5巷1~50號,82.81,,10203,2013,3,1,2013/3/1,31.76,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,691220,1980,12,20,1980/12/20,2015/9/18,34.27,86.78,8,1,2,有,無,5330000,61420,,無,0,0
