區域,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月,交易年,交易月,交易日,交易西曆,交易屋齡(years),交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建築完成年,建築完成月,建築完成日,建築完成西曆,today,屋齡,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,每平方公尺單價,車位類別,車位,車位移轉總面積平方公尺,車位總價元
新北市,鶯歌區,房地(土地+建物),新北市鶯歌區中正三路201~250號,66,,10204,2013,4,1,2013/4/1,31.85,土地1建物1車位0,全,4,透天厝,住家用,加強磚造,691215,1980,12,15,1980/12/15,2015/9/18,34.28,235.8,4,2,2,有,無,10000000,42409,,無,0,0
新北市,新莊區,房地(土地+建物),新北市新莊區博愛路8巷1~50號,27.73,住,10204,2013,4,1,2013/4/1,31.78,土地3建物1車位0,五層，陽台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700112,1981,1,12,1981/1/12,2015/9/18,34.21,94.36,2,2,1,有,無,6200000,65706,,無,0,0
新北市,淡水區,房地(土地+建物),新北市淡水區興仁路1~50號,26.6,其他,10204,2013,4,1,2013/4/1,31.76,土地1建物1車位0,地下層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700119,1981,1,19,1981/1/19,2015/9/18,34.19,95.76,2,1,1,有,無,1500000,15664,,無,0,0
新北市,淡水區,房地(土地+建物),新北市淡水區學府路205巷1弄1~50號,27.76,住,10204,2013,4,1,2013/4/1,31.76,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700119,1981,1,19,1981/1/19,2015/9/18,34.19,103.66,5,0,5,有,無,5400000,52093,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區秀朗路三段128巷25弄1~50號,39.9,住,10204,2013,4,1,2013/4/1,31.76,土地1建物1車位0,,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700120,1981,1,20,1981/1/20,2015/9/18,34.19,119.12,3,2,2,有,無,11700000,98220,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區民享街30巷1~50號,31.8,住,10204,2013,4,1,2013/4/1,31.73,土地1建物1車位0,四層，陽台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700128,1981,1,28,1981/1/28,2015/9/18,34.16,111.32,3,2,2,有,無,11920000,107079,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區民享街30巷20弄1~50號,34.97,住,10204,2013,4,1,2013/4/1,31.73,土地1建物1車位0,,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700128,1981,1,28,1981/1/28,2015/9/18,34.16,108,3,2,2,有,無,8500000,78704,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區景平路278巷16弄1~50號,19.54,住,10204,2013,4,1,2013/4/1,31.73,土地1建物1車位0,一層，陽台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700131,1981,1,31,1981/1/31,2015/9/18,34.16,80.34,3,2,2,有,無,12000000,149365,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區國光街112巷23弄1~50號,24.33,住,10204,2013,4,1,2013/4/1,31.72,土地2建物1車位0,五層，陽台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700202,1981,2,2,1981/2/2,2015/9/18,34.15,93.76,3,2,1,有,無,8000000,85324,,無,0,0
新北市,淡水區,房地(土地+建物),新北市淡水區新生街51巷51~100號,40.16,住,10204,2013,4,1,2013/4/1,31.69,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700213,1981,2,13,1981/2/13,2015/9/18,34.12,120.66,3,2,2,有,無,5350000,44339,,無,0,0
新北市,永和區,房地(土地+建物),新北市永和區永貞路332巷1~50號,31.82,住,10204,2013,4,1,2013/4/1,31.69,土地1建物1車位0,六層，陽台,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700213,1981,2,13,1981/2/13,2015/9/18,34.12,154.57,3,2,2,有,有,19700000,127450,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區英士路1~50號,26.4,住,10204,2013,4,1,2013/4/1,31.67,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700220,1981,2,20,1981/2/20,2015/9/18,34.1,90.46,3,2,1,有,無,8500000,93964,,無,0,0
新北市,淡水區,房地(土地+建物),新北市淡水區新民街151~200號,32.65,住,10204,2013,4,1,2013/4/1,31.61,土地1建物1車位0,一層，平台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700313,1981,3,13,1981/3/13,2015/9/18,34.04,102.27,3,2,3,有,無,5050000,49379,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區安康路二段197巷1~50號,27.01,住,10204,2013,4,1,2013/4/1,31.6,土地1建物1車位0,四層，陽台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700318,1981,3,18,1981/3/18,2015/9/18,34.03,86.02,3,2,2,有,無,5450000,63357,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區民族路227巷1~50號,29.27,住,10204,2013,4,1,2013/4/1,31.59,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700320,1981,3,20,1981/3/20,2015/9/18,34.02,108.85,4,2,2,有,無,9550000,87735,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區民義街51~100號,19.17,住,10204,2013,4,1,2013/4/1,31.59,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700321,1981,3,21,1981/3/21,2015/9/18,34.02,80,3,2,2,有,無,8200000,102500,,無,0,0
新北市,林口區,房地(土地+建物),新北市林口區中正路244巷1~50號,25.06,商,10204,2013,4,1,2013/4/1,31.57,土地3建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700329,1981,3,29,1981/3/29,2015/9/18,34,59.9,2,1,1,有,無,2300000,38397,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區重慶路290巷22弄1~50號,21.63,住,10204,2013,4,1,2013/4/1,31.56,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700402,1981,4,2,1981/4/2,2015/9/18,33.99,78.71,3,2,1,有,無,6880000,87409,,無,0,0
新北市,新莊區,房地(土地+建物),新北市新莊區新泰路277巷43弄1~50號,27.04,住,10204,2013,4,1,2013/4/1,31.56,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700403,1981,4,3,1981/4/3,2015/9/18,33.99,79.28,3,2,1,有,無,5600000,70636,,無,0,0
新北市,三重區,房地(土地+建物),新北市三重區重陽路二段52巷51~100號,20.94,住,10204,2013,4,1,2013/4/1,31.55,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700404,1981,4,4,1981/4/4,2015/9/18,33.98,77.48,2,2,1,有,無,5300000,68405,,無,0,0
新北市,新莊區,房地(土地+建物),新北市新莊區民安西路189巷1~50號,23.36,住,10204,2013,4,1,2013/4/1,31.52,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700415,1981,4,15,1981/4/15,2015/9/18,33.95,65.39,2,2,1,有,無,3900000,59642,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區民治街57巷24弄1~50號,30.4,住,10204,2013,4,1,2013/4/1,31.52,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700418,1981,4,18,1981/4/18,2015/9/18,33.95,100.79,3,2,2,有,無,14000000,138903,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區安泰路60巷28弄1~50號,100,其他,10204,2013,4,1,2013/4/1,31.5,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,700423,1981,4,23,1981/4/23,2015/9/18,33.93,104.56,3,2,2,有,有,7650000,73164,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區南山路401~450號,9.63,住,10204,2013,4,1,2013/4/1,31.5,土地1建物1車位0,一層，騎樓,5,店面(店鋪),商業用,鋼筋混凝土造,700423,1981,4,23,1981/4/23,2015/9/18,33.93,30.68,0,0,0,無,無,978146,31882,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區南山路401~450號,25.68,住,10204,2013,4,1,2013/4/1,31.5,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700423,1981,4,23,1981/4/23,2015/9/18,33.93,89.91,3,2,1,有,無,8800000,97876,,無,0,0
新北市,淡水區,房地(土地+建物),新北市淡水區學府路205巷1~50號,27,住,10204,2013,4,1,2013/4/1,31.47,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700504,1981,5,4,1981/5/4,2015/9/18,33.9,86.52,5,0,5,有,無,6220000,71891,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區博愛街27巷1~50號,27.07,住,10204,2013,4,1,2013/4/1,31.47,土地1建物1車位0,陽台，三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700504,1981,5,4,1981/5/4,2015/9/18,33.9,94,3,2,2,有,無,9500000,101064,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區三民路110巷51~100號,19.06,住,10204,2013,4,1,2013/4/1,31.42,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700521,1981,5,21,1981/5/21,2015/9/18,33.85,68.76,3,2,2,有,無,5940000,86387,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區中正路151~200號,29.09,住,10204,2013,4,1,2013/4/1,31.4,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700601,1981,6,1,1981/6/1,2015/9/18,33.83,102.17,5,5,5,有,無,11350000,111089,,無,0,0
新北市,鶯歌區,房地(土地+建物),新北市鶯歌區尖山埔路165巷3弄1~50號,21.41,住,10204,2013,4,1,2013/4/1,31.34,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700622,1981,6,22,1981/6/22,2015/9/18,33.77,72.38,3,2,2,有,無,3300000,45593,,無,0,0
新北市,三重區,房地(土地+建物),新北市三重區碧華街294巷1~50號,25.25,住,10204,2013,4,1,2013/4/1,31.24,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700728,1981,7,28,1981/7/28,2015/9/18,33.67,81,0,0,0,無,無,4750000,58642,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區民族路336巷19弄1~50號,24.83,住,10204,2013,4,1,2013/4/1,31.22,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700805,1981,8,5,1981/8/5,2015/9/18,33.65,79.44,4,1,1,有,無,6000000,75529,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區民生街1~50號,25.92,住,10204,2013,4,1,2013/4/1,31.22,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700807,1981,8,7,1981/8/7,2015/9/18,33.65,93,3,2,2,有,無,7560000,81290,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區自立路139巷1~50號,29.22,住,10204,2013,4,1,2013/4/1,31.16,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700827,1981,8,27,1981/8/27,2015/9/18,33.59,91.5,3,2,1,有,無,10800000,118033,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區忠孝街1~50號,35.91,住,10204,2013,4,1,2013/4/1,31.14,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700905,1981,9,5,1981/9/5,2015/9/18,33.57,122.26,3,2,2,有,無,8800000,71978,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區民權路121巷16弄1~50號,35.66,住,10204,2013,4,1,2013/4/1,31.13,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700907,1981,9,7,1981/9/7,2015/9/18,33.56,115,4,2,2,有,無,8100000,70435,,無,0,0
新北市,土城區,房地(土地+建物),新北市土城區中央路一段118巷1弄1~50號,25.35,住,10204,2013,4,1,2013/4/1,31.12,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700911,1981,9,11,1981/9/11,2015/9/18,33.55,90.16,3,1,1,無,無,10600000,117569,,無,0,0
新北市,泰山區,房地(土地+建物),新北市泰山區中央路5巷17弄1~50號,20.2,住,10204,2013,4,1,2013/4/1,31.12,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700914,1981,9,14,1981/9/14,2015/9/18,33.55,73.37,3,2,2,有,無,4700000,64059,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區翠峰街2巷39弄1~50號,147,其他,10204,2013,4,1,2013/4/1,31.07,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,700930,1981,9,30,1981/9/30,2015/9/18,33.5,141.95,3,2,2,有,有,12300000,86650,,無,0,0
新北市,新莊區,房地(土地+建物),新北市新莊區天祥街51~100號,21.71,住,10204,2013,4,1,2013/4/1,31.03,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701015,1981,10,15,1981/10/15,2015/9/18,33.46,78.93,3,1,1,有,無,4700000,59546,,無,0,0
新北市,林口區,房地(土地+建物),新北市林口區中正路57巷1~50號,30.83,商,10204,2013,4,1,2013/4/1,30.96,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701109,1981,11,9,1981/11/9,2015/9/18,33.39,85.05,3,1,1,有,無,3800000,44680,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區三民路51~100號,26.14,住,10204,2013,4,1,2013/4/1,30.96,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701111,1981,11,11,1981/11/11,2015/9/18,33.39,114.8,4,2,2,有,無,10600000,92334,,無,0,0
新北市,鶯歌區,房地(土地+建物),新北市鶯歌區鳳吉五街1~50號,19.96,住,10204,2013,4,1,2013/4/1,30.95,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701113,1981,11,13,1981/11/13,2015/9/18,33.38,81.62,4,0,4,有,無,3350000,41044,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區中興路291巷1~50號,24.27,住,10204,2013,4,1,2013/4/1,30.94,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701117,1981,11,17,1981/11/17,2015/9/18,33.37,84.91,3,2,1,有,無,6300000,74196,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區中正路433巷1~50號,22.2,住,10204,2013,4,1,2013/4/1,30.93,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701120,1981,11,20,1981/11/20,2015/9/18,33.36,93.8,3,2,1,有,無,8800000,93817,,無,0,0
新北市,土城區,房地(土地+建物),新北市土城區中央路一段201~250號,22.6,住,10204,2013,4,1,2013/4/1,30.92,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701126,1981,11,26,1981/11/26,2015/9/18,33.35,88.36,3,2,1,有,無,8750000,99027,,無,0,0
新北市,土城區,房地(土地+建物),新北市土城區國際路51~100號,26.32,其他,10204,2013,4,1,2013/4/1,30.91,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701128,1981,11,28,1981/11/28,2015/9/18,33.34,63.8,3,1,1,有,無,4500000,70533,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區裕合街51~100號,85.26,其他,10204,2013,4,1,2013/4/1,30.9,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,701203,1981,12,3,1981/12/3,2015/9/18,33.33,110.08,4,2,2,有,有,7900000,71766,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區東門街2巷8弄1~50號,8.5,商,10204,2013,4,1,2013/4/1,,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,,,,,,,53.99,6,2,5,有,無,7500000,138915,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區景平路301~350號,10.22,住,10204,2013,4,1,2013/4/1,30.9,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701204,1981,12,4,1981/12/4,2015/9/18,33.33,30.98,2,1,1,有,無,550000,17753,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區僑中一街124巷9弄1~50號,20.22,住,10204,2013,4,1,2013/4/1,,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,,,,,,,83.1,5,2,2,有,無,6100000,73406,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區秀峰街1~50號,28.74,住,10204,2013,4,1,2013/4/1,30.86,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701216,1981,12,16,1981/12/16,2015/9/18,33.29,82.81,3,1,1,有,無,3980000,48062,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區連城路347巷6弄1~50號,29.7,住,10204,2013,4,1,2013/4/1,30.85,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701221,1981,12,21,1981/12/21,2015/9/18,33.28,86.65,0,0,0,無,無,14600000,168494,,無,0,0
新北市,土城區,房地(土地+建物),新北市土城區延吉街296巷1~50號,19.52,住,10204,2013,4,1,2013/4/1,30.85,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701221,1981,12,21,1981/12/21,2015/9/18,33.28,71.31,6,2,2,有,無,6400000,89749,,無,0,0
新北市,新莊區,房地(土地+建物),新北市新莊區四維路151~200號,20.48,住,10204,2013,4,1,2013/4/1,30.85,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701222,1981,12,22,1981/12/22,2015/9/18,33.28,101.9,3,1,1,有,無,5880000,57704,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區篤行路二段31巷1~50號,28.72,住,10204,2013,4,1,2013/4/1,,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,,,,,,,88.29,3,2,1,有,無,6000000,67958,,無,0,0
新北市,三重區,房地(土地+建物),新北市三重區中正北路145巷3弄1~50號,26.4,住,10204,2013,4,1,2013/4/1,30.84,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701224,1981,12,24,1981/12/24,2015/9/18,33.27,108,4,2,2,有,無,7100000,65741,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區宜興街59巷1~50號,170,住,10204,2013,4,1,2013/4/1,30.84,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,701226,1981,12,26,1981/12/26,2015/9/18,33.27,156.72,4,2,2,有,無,15500000,98903,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區陽明街279巷1~50號,29.01,住,10204,2013,4,1,2013/4/1,,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,,,,,,,117.52,4,2,2,有,無,16500000,140402,,無,0,0
新北市,新莊區,房地(土地+建物),新北市新莊區新莊路649巷26弄1~50號,37.69,住,10204,2013,4,1,2013/4/1,30.83,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701228,1981,12,28,1981/12/28,2015/9/18,33.26,105.84,3,2,2,有,無,7000000,66138,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區水源路一段291巷4弄1~50號,24.38,住,10204,2013,4,1,2013/4/1,30.83,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701229,1981,12,29,1981/12/29,2015/9/18,33.26,91.15,4,2,2,有,無,7000000,76796,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區大觀路二段174巷102弄151~200號,37.32,住,10204,2013,4,1,2013/4/1,,土地1建物1車位0,一層，二層，陽台，平台,2,店面(店鋪),住家用,加強磚造,,,,,,,,56.8,0,0,1,有,無,5300000,93310,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區瑞松街152巷31弄1~50號,74,其他,10204,2013,4,1,2013/4/1,30.82,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,701230,1981,12,30,1981/12/30,2015/9/18,33.25,102.28,3,2,2,有,有,3000000,29331,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區水源路一段291巷13弄1~50號,29.24,住,10204,2013,4,1,2013/4/1,30.82,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701230,1981,12,30,1981/12/30,2015/9/18,33.25,128.23,3,2,2,有,無,11250000,87733,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區水源路一段291巷1~50號,23.18,住,10204,2013,4,1,2013/4/1,30.82,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701230,1981,12,30,1981/12/30,2015/9/18,33.25,104.66,3,2,2,有,無,6860000,65546,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區樟樹一路99巷9弄1~50號,28.09,住,10204,2013,4,1,2013/4/1,30.82,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701231,1981,12,31,1981/12/31,2015/9/18,33.25,81.27,3,2,1,有,無,6800000,83672,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區寶高路120巷7弄1~50號,34.07,其他,10204,2013,4,1,2013/4/1,30.82,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701231,1981,12,31,1981/12/31,2015/9/18,33.25,87.72,3,2,2,有,有,5500000,62699,,無,0,0
新北市,三重區,房地(土地+建物),新北市三重區大同南路51~100號,25.43,商,10204,2013,4,1,2013/4/1,30.81,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710104,1982,1,4,1982/1/4,2015/9/18,33.24,103,7,0,7,有,無,8700000,84466,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區汐萬路二段66巷111弄1~50號,44,其他,10204,2013,4,1,2013/4/1,30.69,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,710220,1982,2,20,1982/2/20,2015/9/18,33.12,99.4,3,2,2,有,無,4500000,45272,,無,0,0
新北市,土城區,房地(土地+建物),新北市土城區明德路一段20巷2弄1~50號,22.96,住,10204,2013,4,1,2013/4/1,30.68,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710224,1982,2,24,1982/2/24,2015/9/18,33.11,81.3,3,2,1,有,無,5430000,66790,,無,0,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區中山一路120巷7弄1~50號,36.87,住,10204,2013,4,1,2013/4/1,30.67,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710225,1982,2,25,1982/2/25,2015/9/18,33.1,95,3,2,2,有,無,9000000,94737,,無,0,0
新北市,樹林區,房地(土地+建物),新北市樹林區八德街101~150號,29.76,住,10204,2013,4,1,2013/4/1,30.67,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710226,1982,2,26,1982/2/26,2015/9/18,33.1,85.94,3,2,2,有,無,5250000,61089,,無,0,0
新北市,永和區,房地(土地+建物),新北市永和區福和路237巷1~50號,27.6,住,10204,2013,4,1,2013/4/1,30.67,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710227,1982,2,27,1982/2/27,2015/9/18,33.1,91.71,3,2,2,有,無,14740000,160724,,無,0,0
新北市,樹林區,房地(土地+建物),新北市樹林區千歲街28巷1~50號,27.04,住,10204,2013,4,1,2013/4/1,30.5,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710428,1982,4,28,1982/4/28,2015/9/18,32.93,98.14,3,1,1,有,無,6150000,62666,,無,0,0
新北市,淡水區,房地(土地+建物),新北市淡水區大仁街6巷1~50號,28.13,住,10204,2013,4,1,2013/4/1,30.44,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710520,1982,5,20,1982/5/20,2015/9/18,32.87,92.69,3,2,2,有,無,4350000,46931,,無,0,0
新北市,永和區,房地(土地+建物),新北市永和區文化路101~150號,16.58,住,10204,2013,4,1,2013/4/1,30.41,土地4建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710531,1982,5,31,1982/5/31,2015/9/18,32.84,82.38,2,2,1,有,無,11000000,133528,,無,0,0
新北市,樹林區,房地(土地+建物),新北市樹林區名園街51~100號,33.36,住,10204,2013,4,1,2013/4/1,30.35,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710624,1982,6,24,1982/6/24,2015/9/18,32.78,105.79,3,2,1,有,無,4850000,45846,,無,0,0
新北市,新店區,房地(土地+建物),新北市新店區華城二路2巷2弄1~50號,242.27,住,10204,2013,4,1,2013/4/1,30.31,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,710707,1982,7,7,1982/7/7,2015/9/18,32.74,170.24,4,2,2,有,有,17500000,102796,,無,0,0
新北市,新店區,房地(土地+建物)+車位,新北市新店區華城二路5巷1~50號,433.18,住,10204,2013,4,1,2013/4/1,30.31,土地1建物1車位1,全,2,透天厝,住家用,加強磚造,710707,1982,7,7,1982/7/7,2015/9/18,32.74,258.57,4,3,3,有,有,33000000,127625,一樓平面,有,23.44,0
新北市,蘆洲區,房地(土地+建物),新北市蘆洲區信義路222巷42弄1~50號,25.35,住,10204,2013,4,1,2013/4/1,30.28,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710720,1982,7,20,1982/7/20,2015/9/18,32.71,73,2,1,1,有,無,6120000,83836,,無,0,0
新北市,汐止區,房地(土地+建物),新北市汐止區勤進路83巷1~50號,12.21,其他,10204,2013,4,1,2013/4/1,30.18,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710824,1982,8,24,1982/8/24,2015/9/18,32.61,33.24,0,0,1,有,有,1500000,45126,,無,0,0
新北市,土城區,房地(土地+建物),新北市土城區清水路197巷1~50號,21.74,商,10204,2013,4,1,2013/4/1,30.17,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710828,1982,8,28,1982/8/28,2015/9/18,32.6,81.38,3,1,1,有,無,6990000,85893,,無,0,0
新北市,板橋區,房地(土地+建物),新北市板橋區三民路二段154巷1~50號,30,住,10204,2013,4,1,2013/4/1,30.03,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711021,1982,10,21,1982/10/21,2015/9/18,32.46,103.06,4,2,2,有,無,9000000,87328,,無,0,0
新北市,中和區,房地(土地+建物),新北市中和區圓通路393巷1~50號,19.97,住,10204,2013,4,1,2013/4/1,29.99,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711104,1982,11,4,1982/11/4,2015/9/18,32.42,82.71,3,2,2,有,無,7180000,86809,,無,0,0
