類別,ISO,光圈,快門,焦距,相機型號,上傳時間,累計人氣
1,1600,2,0.033,4,1,13.72621768,1
1,1600,2,0.05,4,1,13.72621767,1
1,1600,2,0.033,4,1,13.72621766,1
1,125,2,0.002,3,1,13.72625571,1
1,500,2.8,0.1,3,1,12.9713496,1
1,243,2,0.008,3,1,13.73512855,1
1,500,2.4,0.04,3,0,13.76569982,1
1,193,2,0.017,3,1,13.73512865,1
1,160,2.4,0.033,3,1,13.73000513,1
1,500,2.8,0.1,3,1,12.97134952,1
1,80,2.8,0.002,3,1,13.52344696,1
1,1000,2.8,0.067,3,1,13.7300047,1
1,100,2.4,0.007,3,0,13.76569954,1
1,80,2.8,0.008,3,1,13.69018024,1
1,640,2.4,0.033,3,1,13.04743774,1
1,80,2.8,0.001,3,1,13.51661474,1
1,80,2.8,0.001,3,1,13.51661476,1
1,80,2.8,0.025,3,1,12.99749503,1
1,800,3.3,0.077,4,0,13.0019984,1
1,80,2.8,0.008,3,1,13.52344952,1
1,320,2.8,0.067,3,1,12.9713431,1
1,80,2.8,0.001,3,1,13.51661477,1
1,80,2.4,0.006,4,1,13.23918543,1
1,160,2.8,0.067,3,1,13.5166149,1
1,80,2.8,0,3,1,13.51661478,1
1,80,2.8,0.067,3,1,13.09358541,1
1,320,2.8,0.067,3,1,12.97134512,1
1,160,2.8,0.067,3,1,13.52344841,1
1,200,2.8,0.067,3,1,12.97134569,1
1,320,2.4,0.05,4,1,13.38345583,1
1,80,2.8,0.001,3,1,13.49001823,1
1,80,2.8,0.005,3,1,13.49002145,1
1,1000,2.8,0.1,3,1,13.15102058,1
1,400,2.8,0.067,3,1,13.15102046,1
1,160,2.8,0.059,3,1,12.97134775,1
1,500,2.4,0.067,4,1,13.38345584,1
1,125,2.8,0.067,3,1,12.97134762,1
1,80,2.8,0.059,3,1,13.48989602,1
1,100,2.8,0.067,3,1,12.97134733,1
1,320,2.8,0.067,3,1,13.39138117,1
1,80,2.8,0.002,3,1,13.48999074,1
1,125,2.8,0.067,3,1,12.97134797,1
1,1000,2.8,0.1,3,1,13.15102061,1
1,500,2.8,0.067,3,1,13.15102065,1
1,50,2.638671875,0.003,3,1,13.1564034,1
1,200,2.8,0.067,3,1,12.97134846,1
1,640,2.8,0.067,3,1,13.15102078,1
1,400,2.8,0.067,3,1,13.15102096,1
1,640,2.8,0.067,3,1,13.15102069,1
1,50,2.4,0.017,4,1,13.77097866,1
1,50,2.638671875,0.007,3,1,13.15640112,1
1,1600,2.4,0.05,1,1,13.49400263,1
1,137,2.8,0.067,3,1,12.78652974,1
1,156,2.8,0.067,3,1,12.78652937,1
1,80,2.8,0.001,3,1,13.64798627,1
1,191,2.8,0.067,3,1,12.79258268,1
1,997,2.8,0.1,3,1,12.79258297,1
1,125,2.4,0.001,3,1,13.64798628,1
1,107,2.8,0.067,3,1,12.79258349,1
1,155,2.8,0.067,3,1,12.79258335,1
1,80,2.8,0.001,3,1,13.6479862,1
1,1000,2,0.013,50,0,13.50296825,1
1,365,2.8,0.067,3,1,12.71827026,1
1,119,2.8,0.067,3,1,12.71827024,1
1,145,2.8,0.067,3,1,12.71827023,1
1,421,2.8,0.067,3,1,12.71827028,1
1,207,2.8,0.067,3,1,12.7182703,1
1,500,2,0.013,50,0,13.50296798,1
1,800,2.4,0.067,4,1,13.43986788,1
1,80,2.8,0.001,3,1,13.64798631,1
1,80,2.8,0.008,3,1,13.64798672,1
1,80,2.8,0.067,3,1,13.64798668,1
1,250,2.8,0.067,3,1,13.64798683,1
1,640,2.8,0.067,3,1,13.64798699,1
1,320,2.8,0.067,3,1,13.64798693,1
1,80,2.8,0.05,3,1,13.64798656,1
1,80,2.8,0.059,3,1,13.64798653,1
1,80,2.8,0.002,3,1,13.64798636,1
1,80,2.8,0.004,3,1,13.64798649,1
1,80,2.8,0.002,3,1,13.64798645,1
1,262,2.8,0.059,3,1,12.71827021,1
1,186,2.8,0.059,3,1,12.71827019,1
1,500,2.4,0.033,1,1,13.47799627,1
1,133,2.8,0.067,3,1,12.71826971,1
1,184,2.8,0.067,3,1,12.71826976,1
1,347,2.8,0.067,3,1,12.71826975,1
1,175,2.8,0.067,3,1,12.71826973,1
1,152,2.8,0.067,3,1,12.71826967,1
1,137,2.8,0.067,3,1,12.71826968,1
1,180,2.8,0.067,3,1,12.7182697,1
1,91,2.8,0.067,3,1,12.71826979,1
1,179,2.8,0.059,3,1,12.71826981,1
1,151,2.8,0.067,3,1,12.71827009,1
1,216,2.8,0.067,3,1,12.71827007,1
1,80,2.4,0.05,4,1,13.71479759,1
1,113,2.8,0.067,3,1,12.7182701,1
1,206,2.8,0.067,3,1,12.71827012,1
1,158,2.8,0.067,3,1,12.71827017,1
1,158,2.8,0.067,3,1,12.71827015,1
1,197,2.8,0.067,3,1,12.71827014,1
1,339,2.8,0.067,3,1,12.71827004,1
1,116,2.8,0.067,3,1,12.71827001,1
1,130,2.8,0.067,3,1,12.71826993,1
1,184,2.8,0.067,3,1,12.71826991,1
1,215,2.8,0.059,3,1,12.71826989,1
1,130,2.8,0.067,3,1,12.71826995,1
1,166,2.8,0.067,3,1,12.71826996,1
1,274,2.8,0.067,3,1,12.71827,1
1,150,2.8,0.067,3,1,12.71826998,1
1,250,2.8,0.067,3,1,13.64798702,1
1,100,3.3,0.003,4,0,12.8979177,1
1,80,4.5,0.002,4,0,12.89791768,1
1,250,3.8,0.003,8,0,12.89791765,1
1,100,2.8,0.04,3,1,13.07290143,1
1,80,2.8,0.007,3,1,13.68155486,1
1,80,2.8,0.008,3,1,13.68155489,1
1,80,2.8,0.006,3,1,13.68155487,1
1,125,2.4,0.001,3,1,13.51661454,1
1,100,2.8,0.067,3,1,13.51661447,1
1,80,2.8,0.008,3,1,13.52344993,1
1,125,2.8,0.008,3,1,13.07290143,1
1,80,2.8,0.002,3,1,13.6815547,1
1,200,2.4,0.033,3,1,13.48983006,1
1,250,2.8,0.067,3,1,13.48983841,1
1,80,2.8,0.002,3,1,13.51661444,1
1,80,2.8,0.002,3,1,13.51661454,1
1,80,2.8,0.001,3,1,13.51661454,1
1,80,2.8,0.001,3,1,13.5166147,1
1,80,2.8,0.001,3,1,13.48985874,1
1,400,3.9,0.028,5,2,13.0572847,1
1,2000,2.4,0.04,4,1,13.23918726,1
1,250,2.8,0.067,3,1,13.0729014,1
1,125,2.4,0.025,3,1,13.68177392,1
1,80,2.8,0.001,3,1,13.51661462,1
1,640,2.8,0.067,3,1,13.07290142,1
1,500,2.8,0.067,3,1,13.07290142,1
1,1000,2.8,0.1,3,1,12.91571328,1
1,250,2.8,0.067,3,1,13.07290142,1
1,80,2.8,0.001,3,1,13.51661463,1
1,80,2.8,0.003,3,1,13.51661462,1
1,320,2.8,0.067,3,1,13.07290143,1
1,80,2.8,0.006,3,1,13.87930454,1
1,800,3.3,0.067,4,0,13.50826608,1
1,3200,2.4,0.067,3,1,13.24884317,1
1,790,2,0.033,3,1,13.65782595,1
1,250,2.8,0.067,3,1,13.87930799,1
1,400,3.3,0.1,4,0,13.50826605,1
1,500,2.4,0.067,4,1,13.52550171,1
1,640,2,0.013,50,0,13.5029693,1
1,1158,2,0.042,3,1,13.65782593,1
1,500,2,0.013,50,0,13.50296953,1
1,915,2,0.033,3,1,13.65782592,1
1,125,2.8,0.067,3,1,13.87930802,1
1,80,2.8,0.001,3,1,12.88105431,1
1,125,2.4,0.002,3,1,13.07290375,1
1,125,2.8,0.008,3,1,13.07290375,1
1,100,2.8,0.067,3,1,12.88105442,1
1,80,2.8,0,3,1,13.07290375,1
1,80,2.8,0.006,3,1,13.68155463,1
1,80,2.8,0.006,3,1,13.6815546,1
1,200,2.8,0.067,3,1,13.07290215,1
1,80,2.8,0.017,3,1,13.07290376,1
1,100,2.8,0.008,3,1,13.07290376,1
1,518,2,0.033,3,1,13.65782595,1
1,400,4,0.003,28,2,13.22323109,1
1,1600,2,0.092,4,1,13.87787659,1
1,320,2.4,0.05,4,1,13.52795243,1
1,160,2.8,0.067,3,1,13.17843983,1
1,1250,2.4,0.033,1,1,13.46844793,1
1,64,2.4,0.005,4,1,13.4684425,1
1,125,2.4,0.05,4,1,13.58830358,1
1,64,2.4,0.025,4,1,13.46844797,1
1,320,2.8,0.067,3,1,13.17843965,1
1,200,3.5,0.001,4,0,13.54109745,1
1,3200,2.4,0.067,1,1,13.43895636,1
1,80,2.8,0.033,3,1,13.30526772,1
1,80,2.8,0.033,3,1,13.30526738,1
1,80,2.8,0.033,3,1,13.30526756,1
1,80,8,0.003,5,2,12.94273712,1
1,160,2.4,0.017,3,1,13.79222636,1
1,160,2.4,0.017,3,1,13.79222635,1
1,400,2.8,0.125,2,1,13.57663675,1
1,125,3.5,0.025,4,0,13.54109953,1
1,125,2.8,0.067,3,1,13.54521772,1
1,250,2.4,0.033,3,1,13.33250554,1
1,1600,2.4,0.067,3,1,13.33250556,1
1,500,2.4,0.033,3,1,13.33250553,1
1,160,2.8,0.067,3,1,13.33250552,1
1,200,2.8,0.067,3,1,13.33250532,1
1,1600,2.4,0.05,3,1,13.33250556,1
1,250,2.8,0.067,3,1,13.1784398,1
1,1016,2.8,0.1,3,1,12.70901603,1
1,200,2.8,0.067,3,1,13.54521773,1
1,100,2.8,0.059,3,1,13.17843968,1
1,160,2.8,0.067,3,1,13.17843971,1
1,100,2.8,0.067,3,1,13.17843977,1
1,125,2.8,0.067,3,1,13.17843974,1
1,64,2.4,0.001,4,1,13.27759619,1
1,80,2.8,0.002,3,1,13.42944169,1
1,367,2.8,0.067,3,1,12.70910146,1
1,320,2.4,0.033,1,1,13.27759572,1
1,409,2.8,0.059,3,1,12.70910163,1
1,115,2.8,0.067,3,1,12.70910134,1
1,152,2.8,0.067,3,1,12.70910115,1
1,90,2.8,0.067,3,1,12.7091013,1
1,400,2.4,0.067,4,1,13.55767074,1
1,316,2.8,0.067,3,1,12.70910168,1
1,2000,2.4,0.067,1,1,13.47204513,1
1,200,2.4,0.033,3,1,13.5269794,1
1,800,2.8,0.067,3,1,13.4039328,1
1,80,2.8,0.005,3,1,13.42944919,1
1,80,2.8,0.007,3,1,13.42944432,1
1,568,2.8,0.077,3,1,12.70910178,1
1,100,2.8,0.008,3,1,13.42944427,1
1,73,2.8,0.05,3,1,12.70910185,1
1,100,2.8,0.067,3,1,13.40393281,1
1,552,2.8,0.083,3,1,12.70910109,1
1,117,2.8,0.067,3,1,12.70910072,1
1,114,2.8,0.059,3,1,12.70910041,1
1,200,2.4,0.05,4,1,13.79303716,1
1,86,2.8,0.067,3,1,12.70910087,1
1,125,2.8,0.067,3,1,13.17843986,1
1,393,2.8,0.067,3,1,12.70910036,1
1,135,2.8,0.008,3,1,12.7091003,1
1,80,2.4,0.008,4,1,13.4720434,1
1,86,2.8,0.025,3,1,12.70910026,1
1,64,2.4,0.033,4,1,13.47204346,1
1,250,2.8,0.067,3,1,13.52697941,1
1,640,2.8,0.067,3,1,13.17843989,1
1,71,2.8,0.042,3,1,12.70910098,1
1,1600,2.4,0.042,1,1,13.47204512,1
1,64,2.4,0.042,4,1,13.47204352,1
1,554,2.8,0.1,3,1,12.70910094,1
1,100,2.8,0.067,3,1,13.17843962,1
1,80,2.8,0.003,3,1,13.08063042,1
1,100,2.8,0.033,3,1,13.17843948,1
1,80,2.8,0.003,3,1,13.40394108,1
1,80,2.8,0.001,3,1,13.40394104,1
1,80,2.8,0.002,3,1,13.08062825,1
1,80,2.8,0.059,3,1,13.17843943,1
1,640,2.8,0.067,3,1,13.40396509,1
1,80,2.8,0.003,3,1,13.0806336,1
1,80,2.8,0.003,3,1,13.08063391,1
1,100,2.8,0.067,3,1,13.40396522,1
1,640,2.8,0.067,3,1,13.40396515,1
1,100,3.3,0.25,4,0,13.17570672,1
1,80,2.8,0.001,3,1,13.08062462,1
1,320,2.8,0.067,3,1,13.17843958,1
1,80,2.8,0.033,3,1,13.40394097,1
1,1000,2.8,0.067,3,1,13.40397056,1
1,1000,2.8,0.059,3,1,13.40394086,1
1,80,2.8,0.002,3,1,13.08063445,1
1,64,2.4,0.017,4,1,13.3476244,1
1,100,2.4,0.05,4,1,13.34494944,1
1,125,2.4,0.001,3,1,13.87791853,1
1,640,2.4,0.067,4,1,13.34494968,1
1,125,2.4,0.05,4,1,13.34494939,1
1,80,2.4,0.05,4,1,13.34494976,1
1,200,2.4,0.05,4,1,13.34494921,1
1,800,2.4,0.067,4,1,13.34494932,1
1,125,2.8,0.067,3,1,13.11662026,1
1,400,3.3,0.2,4,0,13.12038744,1
1,160,3.3,0.033,4,0,13.12038945,1
1,320,3.3,0.033,4,0,13.12038951,1
1,80,2.4,0.05,4,1,13.34494952,1
1,400,2.4,0.05,4,1,13.34418017,1
1,1000,2.8,0.067,3,1,13.40397044,1
1,100,2.8,0.067,3,1,13.40396528,1
1,80,2.8,0.05,3,1,13.0806362,1
1,1000,2.8,0.067,3,1,13.40397048,1
1,80,2.8,0.017,3,1,13.08063766,1
1,250,2.4,0.05,4,1,13.34495005,1
1,80,2.8,0.002,3,1,13.0806403,1
1,80,2.4,0.017,4,1,13.34494986,1
1,100,2.8,0.059,3,1,13.40396533,1
1,1000,2.8,0.067,3,1,13.40397035,1
1,1000,2.8,0.067,3,1,13.40397042,1
1,250,2.4,0.05,4,1,13.34494996,1
1,400,2.4,0.033,3,1,12.9466433,1
1,3200,2.4,0.067,3,1,12.94664324,1
1,3200,2.4,0.067,3,1,12.94664323,1
1,3200,2.4,0.067,3,1,12.94664322,1
1,400,3.5,0.05,4,0,13.33569754,1
1,400,3.5,0.04,4,0,13.33569761,1
1,800,3.5,0.025,4,0,13.33569747,1
1,400,3.5,0.067,4,0,13.33569741,1
1,200,4,0.001,5,0,13.54109547,1
1,800,3.5,0.04,4,0,13.33569734,1
1,1600,2.4,0.042,3,1,12.94664322,1
1,1000,2.4,0.033,3,1,12.94664321,1
1,1250,2.4,0.05,3,1,12.94664315,1
1,200,2.8,0.067,3,1,12.94664316,1
1,500,2.8,0.067,3,1,12.94664317,1
1,500,2.8,0.067,3,1,12.94664319,1
1,1600,2.4,0.033,3,1,12.9466432,1
1,1250,2.4,0.033,3,1,12.94664319,1
1,1000,2.4,0.033,3,1,12.94664318,1
1,1250,2.4,0.033,3,1,12.94664317,1
1,1000,2.4,0.033,3,1,12.94664317,1
1,800,3.5,0.033,4,0,13.33569768,1
1,400,3.5,0.033,4,0,13.33569775,1
1,80,2.8,0.003,3,1,13.0806199,1
1,80,2.8,0.003,3,1,13.08061967,1
1,80,2.8,0.003,3,1,13.08061947,1
1,80,2.8,0.004,3,1,13.08062103,1
1,80,2.8,0.001,3,1,13.52698064,1
1,80,2.8,0.004,3,1,13.08062204,1
1,80,2.8,0.004,3,1,13.08062177,1
1,80,2.8,0,3,1,13.52698048,1
1,800,3.5,0.067,4,0,13.33917498,1
1,800,5,0.077,35,0,13.33917495,1
1,70,2.8,0.001,3,1,12.99225463,1
1,80,2.4,0.025,4,1,13.4306137,1
1,80,2.8,0.05,3,1,13.53853357,1
1,3200,2.4,0.067,1,1,13.43061359,1
1,80,2.8,0.059,3,1,13.53853416,1
1,800,2.4,0.067,4,1,13.34417963,1
1,1016,2.8,0.1,3,1,12.70910155,1
1,320,2.638671875,0.119,3,1,13.13159875,1
1,80,2.8,0.002,3,1,13.58904505,1
1,320,2.638671875,0.119,3,1,13.13159878,1
1,640,2.4,0.067,4,1,13.3812522,1
1,400,2.4,0.059,4,1,13.38125213,1
1,64,2.4,0.05,4,1,13.65780774,1
1,3200,2.4,0.067,3,1,13.65870124,1
1,400,2.4,0.05,4,1,13.39510992,1
1,500,2.4,0.067,2,1,13.84769702,1
1,64,2.4,0.05,4,1,13.38125228,1
1,320,2.4,0.05,4,1,13.38125237,1
1,1000,2.8,0.067,3,1,13.28358123,1
1,200,2.8,0.067,3,1,13.27943346,1
1,800,2.4,0.067,4,1,13.28541852,1
1,800,2.4,0.067,4,1,13.2854185,1
1,80,2.4,0.025,4,1,13.2854185,1
1,2500,2.4,0.067,3,1,13.53470367,1
1,160,2.638671875,0.119,3,1,13.13159914,1
1,80,2.4,0.05,4,1,13.28541848,1
1,250,2,0.033,4,1,13.76205433,1
1,125,2.8,0.067,3,1,13.2794335,1
1,160,2,0.008,3,1,13.8613318,1
1,320,2.8,0.067,3,1,13.71479684,1
1,640,2.4,0.067,4,1,13.38125243,1
1,160,2.638671875,0.093,3,1,13.13159905,1
1,125,2.638671875,0.076,3,1,13.13159897,1
1,160,2.4,0.05,4,0,13.81642465,1
1,160,2.638671875,0.084,3,1,13.13159909,1
1,125,2.8,0.067,3,1,13.52370734,1
1,800,2.8,0.067,3,1,13.81779484,1
1,80,2.8,0.05,3,1,13.28357652,1
1,125,2.8,0.067,3,1,13.52370735,1
1,200,2.8,0.067,3,1,13.52370734,1
1,80,2.8,0.007,3,1,13.87793056,1
1,800,2.8,0.067,3,1,13.81779487,1
1,200,2.4,0.05,4,1,13.81642259,1
1,125,2.4,0.05,4,1,13.39346629,1
1,1000,2.4,0.067,1,1,13.5013158,1
1,200,2.4,0.05,4,1,13.41662508,1
1,200,2.4,0.05,4,1,13.41662512,1
1,50,2.4,0.05,4,1,13.71479744,1
1,800,2.4,0.033,3,1,13.36910209,1
1,50,2.4,0.05,4,1,13.71479715,1
1,640,2.8,0.067,3,1,13.24799672,1
1,640,2.8,0.067,3,1,13.2473119,1
1,64,2.4,0.05,4,1,13.71479748,1
1,80,2.8,0.05,3,1,13.19283405,1
1,640,2.8,0.067,3,1,13.4039326,1
1,1000,2.8,0.067,3,1,13.40393264,1
1,640,2.8,0.067,3,1,13.40393272,1
1,160,2.4,0.05,4,1,13.71479757,1
1,80,2.8,0.059,3,1,13.19283406,1
1,640,2.8,0.067,3,1,13.40393254,1
1,1000,2.8,0.067,3,1,13.19287518,1
1,1000,2.8,0.067,3,1,13.19283453,1
1,1000,2.8,0.067,3,1,13.19283454,1
1,800,2.8,0.067,3,1,13.19283455,1
1,640,2.8,0.067,3,1,13.24731188,1
1,50,2.4,0.001,4,1,13.64249168,1
1,1250,2.4,0.033,3,1,13.18780066,1
1,100,2.4,0.05,4,1,13.41662495,1
1,800,2.4,0.033,3,1,13.20244116,1
1,80,2.8,0.042,3,1,13.58904342,1
1,400,2.4,0.05,4,1,13.55767045,1
1,200,2.8,0.08,4,1,13.15658854,1
1,100,2.8,0.067,3,1,13.58904288,1
1,500,2.4,0.033,3,1,13.58904287,1
1,250,2.4,0.05,4,1,13.64249166,1
1,214,2.8,0.033,5,0,12.76967557,1
1,800,2.8,0.067,3,1,13.17619279,1
1,320,2.4,0.05,4,1,13.64249115,1
1,640,2.4,0.05,3,1,13.62802364,1
1,50,2.4,0.001,4,1,13.6424917,1
2,640,2.4,0.067,4,1,13.75368103,669
2,50,2.4,0.042,4,1,13.7536839,633
2,160,2.4,0.033,1,1,13.75972241,406
2,50,2.4,0.005,4,1,13.762325,399
2,800,2.4,0.067,4,1,13.7554043,388
2,160,2.8,0.059,3,1,12.8430948,338
2,64,2.8,0.003,3,1,12.50650731,313
2,200,2.8,0.067,3,1,12.85011416,263
2,80,2.8,0.005,3,1,13.3177295,260
2,160,2.4,0.05,4,1,13.75367058,245
2,125,2.8,0.067,3,1,12.84309475,235
2,50,2.4,0.002,4,1,13.75367351,210
2,80,2.8,0.003,3,1,13.31772949,209
2,160,2.4,0.05,4,1,13.64718577,185
2,250,2.4,0.033,2,1,13.64718576,168
2,400,2.4,0.059,4,1,13.64718578,147
2,400,20,0.005,17,2,12.19148215,120
2,640,2.8,0.1,3,1,12.9294949,117
2,50,2.4,0.001,4,1,13.75367346,114
2,1600,3.5,0.067,33,2,12.1914579,110
2,80,2.8,0.002,3,1,13.19218763,62
2,80,2.8,0.002,3,1,13.19218792,62
2,640,2.4,0.067,4,1,13.56598083,60
2,640,2.4,0.067,4,1,13.60089753,59
2,1000,2.8,0.1,3,1,12.92949528,58
2,400,2.4,0.05,4,1,13.45722315,57
2,200,2.4,0.05,4,1,13.60089744,56
2,1000,2,0.01,6,2,13.25755427,53
2,500,2.4,0.067,4,1,13.56598068,52
2,1000,2.8,0.1,3,1,12.92949537,51
2,125,2.4,0.05,4,1,13.82860335,50
2,64,2.4,0.017,4,1,13.45898634,50
2,80,2.4,0.05,4,1,13.42369679,49
2,640,2.4,0.067,4,1,13.82106292,47
2,80,2.4,0.033,4,1,13.37793097,46
2,200,2.8,0.067,3,1,13.08296561,44
2,80,2.4,0.05,4,1,13.42369482,44
2,3200,2.4,0.067,4,1,13.59570828,44
2,800,2.4,0.067,4,1,13.45722393,43
2,80,2.4,0.05,4,1,13.42369581,43
2,80,2.4,0.05,4,1,13.42369629,43
2,80,2.8,0.001,3,1,13.08511811,42
2,100,3.2,0.05,4,1,12.95434757,40
2,640,4,0.01,70,2,13.27084535,40
2,80,2.4,0.05,4,1,13.42369534,39
2,800,2.8,0.067,3,1,13.08296582,39
2,320,2.2,0.067,4,1,13.8289535,39
2,80,2.4,0.05,4,1,13.82860342,38
2,80,2.8,0.004,3,1,13.08511799,37
2,50,2.4,0.033,4,1,13.8289488,37
2,640,2.4,0.067,4,1,13.45722477,37
2,80,2.8,0.001,3,1,13.08522049,37
2,200,2.4,0.05,4,1,13.59570835,37
2,50,2.4,0.05,4,1,13.82860354,36
2,800,2.4,0.067,4,1,13.56598077,36
2,100,2.4,0.05,4,1,13.83374794,36
2,800,2.4,0.067,4,1,13.56598072,36
2,64,2.4,0.05,4,1,13.82860307,35
2,250,2.2,0.033,4,1,13.82895346,35
2,100,2.4,0.033,4,1,13.37793007,34
2,64,2.4,0.042,4,1,13.37793048,34
2,64,2.4,0.05,4,1,13.37792921,34
2,64,2.4,0.05,4,1,13.37792962,34
2,50,2.4,0.001,4,1,13.61396275,34
2,200,2.2,0.033,4,1,13.82895352,34
2,400,2.4,0.067,4,1,13.59570783,32
2,500,2.4,0.067,4,1,13.60089738,32
2,50,2.4,0.002,4,1,13.61396239,32
2,64,2.4,0.05,4,1,13.82860383,31
2,320,2.4,0.05,4,1,13.83374798,31
2,80,2.4,0.05,4,1,13.83374801,31
2,250,2.4,0.05,4,1,13.83374805,31
2,50,2.4,0.003,4,1,13.61396258,31
2,640,4,0.003,20,2,13.25791829,31
2,250,2.2,0.033,4,1,13.82895367,30
2,400,2.8,0.067,3,1,13.08070894,30
2,320,2.2,0.042,4,1,13.82895356,30
2,400,2.4,0.059,4,1,13.61396826,29
2,640,2.4,0.067,4,1,13.61396771,29
2,400,2.4,0.067,4,1,13.82106301,29
2,100,2.4,0.05,4,1,13.82860363,29
2,250,2.4,0.05,4,1,13.59570814,28
2,400,2.4,0.062,4,1,13.45722633,28
2,80,2.4,0.05,4,1,13.82860355,28
2,50,2.4,0.002,4,1,13.61396248,28
2,400,2.4,0.059,4,1,13.59570791,27
2,80,2.8,0.05,3,1,13.08296641,27
2,64,2.4,0.033,2,1,13.61396793,27
2,500,2.8,0.067,3,1,13.02950173,27
2,320,2.4,0.033,2,1,13.59570774,27
2,160,2.4,0.05,4,1,13.59570821,27
2,400,2.4,0.033,2,1,13.59570773,26
2,80,2.4,0.033,4,1,13.37792723,26
2,80,2.4,0.05,4,1,13.61396793,26
2,64,2.4,0.034,4,1,13.37792881,26
2,80,2.8,0.004,3,1,13.08522035,26
2,80,2.8,0.059,3,1,12.93071308,25
2,200,2.2,0.033,4,1,13.82895358,25
2,400,2.4,0.062,4,1,13.45722552,25
2,50,2.4,0.001,4,1,13.61396229,25
2,80,2.4,0.042,4,1,13.37793141,25
2,160,2.4,0.05,4,1,13.83374811,25
2,800,2.4,0.067,4,1,13.82106317,25
2,80,2.8,0.001,3,1,13.07979339,25
2,64,2.4,0.042,4,1,13.37792846,24
2,80,2.4,0.017,4,1,13.45722746,24
2,100,2.4,0.05,4,1,13.59570799,24
2,100,2.4,0.05,4,1,13.59570772,24
2,50,2.4,0.025,4,1,13.486772,24
2,64,2.4,0.042,4,1,13.37792766,24
2,64,2.4,0.033,4,1,13.37792808,24
2,64,2.4,0.033,4,1,13.37792678,23
2,250,2.4,0.05,4,1,13.45723076,22
2,800,2.4,0.067,4,1,13.82106407,22
2,80,2.4,0.025,4,1,13.37792595,22
2,250,2.4,0.05,4,1,13.59570808,22
2,200,2.4,0.05,4,1,13.61396785,22
2,80,2.8,0.001,3,1,13.08522051,22
2,100,2.4,0.05,4,1,13.45902894,22
2,250,2.2,0.033,4,1,13.82895361,22
2,50,2.4,0.042,4,1,13.48677188,21
2,250,2.4,0.05,4,1,13.48677162,21
2,200,2.4,0.05,4,1,13.48677196,21
2,50,2.4,0.033,4,1,13.61396801,21
2,640,2.4,0.067,4,1,13.82106337,21
2,200,2.2,0.033,4,1,13.8289536,21
2,500,2.4,0.067,4,1,13.8210637,21
2,400,2.4,0.05,4,1,13.82106326,20
2,640,2.8,0.067,3,1,13.08296529,20
2,320,2.2,0.05,4,1,13.82895365,20
2,80,2.4,0.017,4,1,13.45898854,20
2,200,2.2,0.033,4,1,13.82895349,20
2,400,2.4,0.059,4,1,13.82106351,19
2,64,2.4,0.017,4,1,13.45723185,19
2,80,2.8,0.067,3,1,13.08296719,19
2,64,2.4,0.008,4,1,13.45722881,18
2,64,2.4,0.008,4,1,13.45723348,18
2,125,2.4,0.05,4,1,13.45723123,18
2,400,2.4,0.05,4,1,13.47555913,18
2,80,2.8,0.033,3,1,13.08296878,18
2,800,2.4,0.067,4,1,13.82106375,18
2,80,2.8,0.001,3,1,13.07979355,18
2,100,2.4,0.025,4,1,13.37792637,18
2,125,2.4,0.05,4,1,13.61396777,18
2,50,2.4,0.025,4,1,13.6139681,18
2,50,2.4,0.033,4,1,13.61396818,18
2,100,2.4,0.008,4,1,13.45723015,17
2,100,2.4,0.008,4,1,13.45723438,17
2,64,2.4,0.008,4,1,13.45722815,17
2,400,2.4,0.05,4,1,13.45723923,17
2,80,2.8,0.042,3,1,13.08296607,16
2,64,2.4,0.001,4,1,13.45350728,16
2,500,2.8,0.067,3,1,13.05445681,16
2,70,2.8,0.003,3,1,12.75104391,16
2,640,2.4,0.067,4,1,13.8210639,16
2,250,2.2,0.033,4,1,13.82895363,16
2,578,2.8,0.091,3,1,12.59469232,16
2,500,2.4,0.067,4,1,13.61828344,16
2,237,2.4,0.033,3,1,13.80262667,16
2,80,2.4,0.025,4,1,13.45899394,16
2,320,2.4,0.05,4,1,13.8210636,15
2,70,2.8,0.001,3,1,12.75104481,15
2,80,2.4,0.05,4,1,13.45903559,15
2,256,2.8,0.067,3,1,12.75105065,15
2,83,2.8,0.033,3,1,12.75104599,15
2,800,2.8,0.1,3,1,12.85236346,14
2,64,2.4,0.008,4,1,13.4589911,14
2,140,2.8,0.008,3,1,12.75104696,14
2,64,2.4,0.001,4,1,13.45723272,14
2,80,2.8,0.042,3,1,13.08298883,14
2,100,2.4,0.05,4,1,13.48677169,14
2,307,2.8,0.067,3,1,12.84049755,14
2,125,2.8,0.059,3,1,13.08296754,13
2,400,2.4,0.05,4,1,13.68651767,13
2,80,2.4,0.05,4,1,13.48677185,13
2,80,2.8,0.033,3,1,13.08296653,13
2,80,2.8,0.01,3,1,13.08070873,13
2,320,2.4,0.067,3,1,12.87244567,13
2,400,2.4,0.067,4,1,13.45903301,13
2,70,2.8,0.006,3,1,12.75104792,13
2,250,2.4,0.05,4,1,13.48677184,13
2,400,2.4,0.059,4,1,13.63802775,13
2,76,2.8,0.04,3,1,12.96296606,13
2,70,2.8,0.002,3,1,12.75104235,12
2,64,2.4,0.001,4,1,13.61291204,12
2,400,2.8,0.067,3,1,13.02950177,12
2,500,2.4,0.067,4,1,13.64580024,12
2,50,2.4,0.007,4,1,13.48677164,12
2,80,2.4,0.017,4,1,13.6357512,12
2,200,2.4,0.05,4,1,13.48677192,12
